dg_id,dg_name_x,dg_state,SideEffect-ID,Freq-No,SideEffect,indication-ID,indication_name,Unique_Drugs_Count
DB00722,Lisinopril,solid,C0085619,0.001,Orthopnoea,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0085619,0.001,Orthopnoea,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0085619,0.001,Orthopnoea,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0085619,0.001,Orthopnoea,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0085619,0.001,Orthopnoea,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0085619,0.001,Orthopnoea,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0085619,0.001,Orthopnoea,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0085619,0.009,Orthopnoea,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0085636,,Photophobia,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0085649,,Oedema peripheral,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0086132,0.001,Depressive symptom,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0086565,0.001,Hepatic function abnormal,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0086565,0.01,Hepatic function abnormal,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0151480,0.001,Antinuclear antibody positive,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0242698,"Ventricular Dysfunction, Left",1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0855389,Renin decreased,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0857121,Hypertensive (finding),1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C0858237,Aldosterone low,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C1328539,Reflex tachycardia,1.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C1565489,Renal Insufficiency,2.0
DB00722,Lisinopril,solid,C0151517,0.021,Atrioventricular block complete,C1956346,Coronary Artery Disease,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0002962,Angina Pectoris,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0002994,Angioedema,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0010200,Coughing,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0011849,Diabetes Mellitus,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0011881,Diabetic Nephropathy,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0018801,Heart failure,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0018802,Congestive heart failure,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0020473,Hyperlipidemia,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0020538,Hypertensive disease,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0020545,"Hypertension, Renovascular",1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0020649,Hypotension,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0021308,Infarction,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0027051,Myocardial Infarction,3.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0032961,Pregnancy,2.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0035067,Renal Artery Stenosis,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0035078,Kidney Failure,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0036980,"Shock, Cardiogenic",1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0085128,"Cardiac Output, High",1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0085580,Essential Hypertension,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0085612,Ventricular arrhythmia,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0086565,Liver Dysfunction,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0155626,Acute myocardial infarction,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0241863,Diabetic,1.0
DB00722,Lisinopril,solid,C0151517,0.024,Atrioventricular block complete,C0242698,"Ventricular Dysfunction, Left",1.0
